trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.3, 'e': 0.99}",20,0,-171.67618198674307,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
2,False,"{'a': 0.3, 'e': 0.98}",25,0,-126.46871048191701,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
3,False,"{'a': 0.3, 'e': 0.97}",25,0,-138.1923926485058,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
4,False,"{'a': 0.3, 'e': 0.96}",20,0,-93.34156390872097,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
5,False,"{'a': 0.3, 'e': 0.95}",25,0,-84.62494035261906,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
6,False,"{'a': 0.3, 'e': 0.94}",20,0,-87.28402364097855,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
7,False,"{'a': 0.3, 'e': 0.9299999999999999}",25,0,-201.80782358826733,"{0: 10, 1: 5, 2: 5, 3: 3, 4: 2}",0
8,False,"{'a': 0.3, 'e': 0.9199999999999999}",25,0,-173.7891760437726,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
9,False,"{'a': 0.3, 'e': 0.9099999999999999}",20,0,-46.602012545282385,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",1
10,False,"{'a': 0.3, 'e': 0.8999999999999999}",25,0,-126.12447668078298,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
11,False,"{'a': 0.3, 'e': 0.8899999999999999}",20,0,-158.70513383580095,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
12,False,"{'a': 0.3, 'e': 0.8799999999999999}",20,0,-177.33026370812505,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
13,False,"{'a': 0.3, 'e': 0.8699999999999999}",20,0,-7.07204556902323,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
14,False,"{'a': 0.3, 'e': 0.8599999999999999}",25,0,-165.29450453941567,"{0: 14, 1: 1, 2: 6, 3: 2, 4: 2}",0
15,False,"{'a': 0.3, 'e': 0.8499999999999999}",20,0,-89.31141536599135,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
16,False,"{'a': 0.3, 'e': 0.8399999999999999}",30,0,-156.3404612000948,"{0: 15, 1: 2, 2: 11, 3: 1, 4: 1}",0
17,False,"{'a': 0.3, 'e': 0.8299999999999998}",35,0,-159.29211661688177,"{0: 21, 1: 6, 2: 5, 3: 1, 4: 2}",1
18,False,"{'a': 0.3, 'e': 0.8199999999999998}",20,12,7.6693004152905075,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
19,False,"{'a': 0.3, 'e': 0.8099999999999998}",30,2,-125.03767100680862,"{0: 19, 1: 2, 2: 4, 3: 1, 4: 2}",1
20,False,"{'a': 0.3, 'e': 0.7999999999999998}",20,14,-20.380977185987522,"{0: 4, 1: 0, 2: 1, 3: 1, 4: 0}",1
21,False,"{'a': 0.3, 'e': 0.7899999999999998}",20,15,2.0535401143728365,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
22,False,"{'a': 0.3, 'e': 0.7799999999999998}",20,0,-88.30180740765148,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
23,False,"{'a': 0.3, 'e': 0.7699999999999998}",20,0,-160.13837789239614,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
24,False,"{'a': 0.3, 'e': 0.7599999999999998}",30,13,-60.49216065105801,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 0}",1
25,False,"{'a': 0.3, 'e': 0.7499999999999998}",30,0,-100.90814744725502,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
26,False,"{'a': 0.3, 'e': 0.7399999999999998}",20,0,-128.73272438458096,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
27,False,"{'a': 0.3, 'e': 0.7299999999999998}",25,0,-137.7662540602539,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
28,False,"{'a': 0.3, 'e': 0.7199999999999998}",20,0,-64.7174472848225,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 1}",0
29,False,"{'a': 0.3, 'e': 0.7099999999999997}",20,0,-58.42540650428294,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
30,False,"{'a': 0.3, 'e': 0.6999999999999997}",20,0,-54.11389946280451,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
31,False,"{'a': 0.3, 'e': 0.6899999999999997}",20,0,-120.06698765904676,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
32,False,"{'a': 0.3, 'e': 0.6799999999999997}",30,0,-194.6490933402236,"{0: 16, 1: 3, 2: 6, 3: 3, 4: 2}",0
33,False,"{'a': 0.3, 'e': 0.6699999999999997}",20,0,-97.68914773668975,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
